"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.755130232271154,0.00980216710807765,1.15367732146363,-0.432101808388921,-0.665395760064237,0.663900541525713,-0.668856722311753,1.04696170473123,0.20230221457893,-1.64949411811211
0.412088916800515,0.148695897351176,0.219852646612226,-0.21820425464564,0.788392262058635,2.44053670587496,0.295104214719487,-1.56629406592222,-0.290425543964015,0.290438600605317
1.62124239288656,-0.334276092580287,0.508062637077584,0.392491895297738,1.44840685142813,-1.07644919484931,-0.290215229398674,0.06218133934262,1.21925697597534,0.503263446490466
-1.70546103070652,-0.779230552098266,0.0789905638635197,1.00263753413524,-0.714942235101583,0.392959406686443,0.623723201633596,-0.0689526831262075,-0.64216395009603,0.421674982506155
-1.04012600848342,0.191579510409504,-0.784442372872239,-1.04694443933424,0.831986234493386,0.403671490237761,-0.491924624701521,-0.326451799389624,0.794305422940518,-0.133675343244004
-1.21667235021344,0.785535349165797,0.624506757013891,-0.603879052276304,-0.707982416955004,1.19173471960076,1.3815482555777,1.32659681492301,-0.16071844982585,0.0586320990676601
0.071725204493042,0.579219662115018,1.02649408422536,0.830830585473808,-0.791875066176761,-0.142596211772942,-0.351318070235722,0.00986476207165025,1.89274638628305,-0.104797459106093
1.25395213117492,0.962942695607907,-0.151154224553741,1.16469137328504,0.531609302230076,-0.952272252861582,-1.0026091006167,0.0205353012538924,-1.2361361892444,-0.812198483948444
1.33176320464784,0.566390547025225,-0.822318997759994,0.5369989183605,-0.563751708740392,0.489354946985718,0.25217744552193,-0.0290770639456325,-0.788269242166675,-1.01910380698225
0.339230762387222,-1.48902667086872,-0.962345017575559,1.1216690125264,0.334632375010178,0.510884377115281,1.09244629638414,-1.50678677825002,-1.5605096808593,0.574890069091726
0.664940183527275,-0.940741750655276,0.720259616722235,-0.709225054664251,-0.305428736506441,-1.39458720628143,2.22237578188617,-0.896186379937352,-1.56872373615285,1.86892585194149
-0.189053887019828,0.354824770535541,-0.0515817357706745,-1.45475714466465,1.39957879157366,0.109045119785828,-0.766478104157445,-0.0997095439658619,-0.908079895219058,-0.705889754503449
0.323107062729495,0.665694147162787,-0.367341049404102,-0.0354943547734331,-0.064485339941393,0.0110425330935685,1.10645026840278,1.17241139568427,1.36876371940009,-0.70166275829289
0.245732845603563,1.23026730377959,0.497741661677514,-0.820120134351999,-2.86911321696947,0.532194992157847,-0.348846905534198,-1.50927300300998,1.21695758415431,-1.25299512180255
-0.703149492436057,0.911295172190772,-1.5482036226993,0.585596865798716,0.356913800816774,-1.1751019736605,-0.397335669727987,0.728165508800036,-0.287066816115129,0.506411586425302
-0.312887682833491,0.532499025019114,1.99869072485431,0.395337782830697,1.09471414128595,0.944322594773803,-1.33924584306099,1.83006943732307,0.230990268368798,-0.4742239897768
-0.180682377349333,-1.11993853984835,-1.59625048691068,-0.439307439659979,-0.231059007821907,-1.11784474891365,-0.209460312193155,0.964782650722383,0.196715272146487,1.38135304932495
1.09477273401141,0.545223274078742,0.744165402939424,-1.34132953681502,0.630071055904386,-1.06912970111337,-1.53241178652059,-1.31893556822846,0.443047141808683,-0.596699304324656
-0.933386157871295,0.0375261563481047,0.461036467624309,-1.22428929451412,0.298124138715157,0.355250050897378,1.24918759418636,0.451287047692961,-0.814361810642742,-0.342611466149481
-1.8322666836196,-2.85828207184645,-1.74984037652771,2.29539854638042,-0.800395465239136,-1.11691618928229,-0.824310689853437,-0.291189076769758,0.691370328629851,2.18776192078967
